isBest	lncRNA_gene	lncRNA_transcript	partnerRNA_gene	partnerRNA_transcript	direction	type	distance	subtype	location
1	XLOC_050680	TCONS_00078697	PSMG3	ENST00000252329.3	antisense	intergenic	43465	divergent	upstream
1	XLOC_057642	TCONS_00089470	DNAJB5	ENST00000453597.7	antisense	intergenic	262	divergent	upstream
1	XLOC_056854	TCONS_00088360	FOXE1	ENST00000375123.4	sense	intergenic	13622	same_strand	downstream
1	XLOC_040109	TCONS_00062415	ACVR2B	ENST00000352511.4	antisense	intergenic	921	convergent	downstream
1	XLOC_013039	TCONS_00019990	RASSF8	ENST00000381352.7	antisense	intergenic	73174	divergent	upstream
1	XLOC_044189	TCONS_00068615	LPCAT1	ENST00000283415.3	antisense	intergenic	73073	divergent	upstream
1	XLOC_040161	TCONS_00062513	TCAIM	ENST00000342649.8	antisense	genic	0	nested	exonic
1	XLOC_049043	TCONS_00076101	SFT2D1	ENST00000361731.3	antisense	genic	0	overlapping	exonic
1	XLOC_058892	TCONS_00091262	AKAP4	ENST00000358526.6	antisense	intergenic	34397	convergent	downstream
1	XLOC_041768	TCONS_00064974	PDS5A	ENST00000503396.5	antisense	intergenic	133	divergent	upstream
1	XLOC_031531	TCONS_00048592	OSGEPL1	ENST00000522700.5	antisense	genic	0	overlapping	exonic
1	XLOC_026812	TCONS_00041140	NEDD4L	ENST00000356462.10	antisense	intergenic	25306	divergent	upstream
1	XLOC_030241	TCONS_00046416	CCDC88A	ENST00000476903.1	antisense	genic	0	containing	exonic
1	XLOC_044271	TCONS_00068741	SEMA5A	ENST00000382496.9	antisense	genic	0	overlapping	exonic
1	XLOC_003882	TCONS_00006040	LMO4	ENST00000370544.9	antisense	intergenic	3926	convergent	downstream
1	XLOC_024683	TCONS_00037890	RP11-192H23.4	ENST00000481916.6	sense	intergenic	10189	same_strand	downstream
1	XLOC_044731	TCONS_00069424	SERF1B	ENST00000380751.9	sense	intergenic	71152	same_strand	upstream
1	XLOC_110258	TCONS_00338041	CPED1	ENST00000450913.6	antisense	genic	0	nested	intronic
1	XLOC_052584	TCONS_00081738	MRPL32	ENST00000496564.1	antisense	intergenic	22583	convergent	downstream
1	XLOC_016891	TCONS_00025950	NUDT14	ENST00000550912.1	antisense	genic	0	overlapping	exonic
1	XLOC_051669	TCONS_00080284	CCDC71L	ENST00000523505.1	antisense	intergenic	28069	convergent	downstream
1	XLOC_072709	TCONS_00233900	ETS2	ENST00000360214.7	antisense	intergenic	63098	convergent	downstream
1	XLOC_027883	TCONS_00042705	CYP2F1	ENST00000439903.2	sense	intergenic	6356	same_strand	downstream
1	XLOC_035228	TCONS_00054474	CHGB	ENST00000378961.8	antisense	intergenic	2724	convergent	downstream
1	XLOC_048820	TCONS_00075799	AHI1	ENST00000529865.1	antisense	genic	0	containing	intronic
1	XLOC_039747	TCONS_00061777	MUC20	ENST00000447234.6	sense	intergenic	1872	same_strand	upstream
1	XLOC_014855	TCONS_00022761	NDFIP2	ENST00000218652.11	sense	intergenic	81393	same_strand	downstream
1	XLOC_004307	TCONS_00006746	ZNF687	ENST00000443959.1	antisense	genic	0	overlapping	exonic
1	XLOC_050697	TCONS_00164255	WDR45B	ENST00000571817.5	sense	genic	0	nested	intronic
1	XLOC_051350	TCONS_00079766	ABHD11	ENST00000437775.6	antisense	intergenic	40	convergent	downstream
1	XLOC_024848	TCONS_00038114	LHX1	ENST00000619297.1	antisense	intergenic	62	divergent	upstream
1	XLOC_042159	TCONS_00065572	METAP1	ENST00000296411.10	sense	intergenic	8926	same_strand	upstream
1	XLOC_052553	TCONS_00081691	STARD3NL	ENST00000009041.11	antisense	intergenic	18595	convergent	downstream
1	XLOC_007789	TCONS_00012064	ACSL5	ENST00000467340.1	antisense	genic	0	overlapping	intronic
1	XLOC_002991	TCONS_00004672	TMEM201	ENST00000340305.9	antisense	genic	0	overlapping	exonic
1	XLOC_014492	TCONS_00022164	RFXAP	ENST00000255476.2	sense	intergenic	26298	same_strand	upstream
1	XLOC_008673	TCONS_00013393	VPS37C	ENST00000301765.9	antisense	intergenic	14272	divergent	upstream
1	XLOC_055693	TCONS_00086597	FZD6	ENST00000522566.5	antisense	genic	0	overlapping	exonic
1	XLOC_042570	TCONS_00066181	MAP9	ENST00000311277.8	antisense	genic	0	overlapping	exonic
1	XLOC_013991	TCONS_00021403	FBXW8	ENST00000455858.2	antisense	genic	0	nested	exonic
1	XLOC_048357	TCONS_00075044	LCA5	ENST00000467898.3	antisense	intergenic	110	divergent	upstream
1	XLOC_052580	TCONS_00081725	GLI3	ENST00000428534.1	sense	intergenic	88568	same_strand	upstream
1	XLOC_010317	TCONS_00015847	FLRT1	ENST00000246841.3	antisense	genic	0	overlapping	exonic
1	XLOC_006879	TCONS_00010663	GATA3	ENST00000481743.1	antisense	intergenic	182	divergent	upstream
1	XLOC_007073	TCONS_00010990	ZEB1	ENST00000488625.6	antisense	genic	0	overlapping	exonic
1	XLOC_008512	TCONS_00013153	SYT13	ENST00000020926.7	antisense	intergenic	69052	divergent	upstream
1	XLOC_058775	TCONS_00091118	USP9X	ENST00000324545.8	sense	intergenic	67770	same_strand	upstream
1	XLOC_012392	TCONS_00018971	MYL2	ENST00000546404.1	antisense	intergenic	15864	divergent	upstream
1	XLOC_027747	TCONS_00042478	LRFN3	ENST00000588831.5	sense	intergenic	1348	same_strand	downstream
1	XLOC_088313	TCONS_00281027	SH3D19	ENST00000604440.5	sense	genic	0	nested	intronic
1	XLOC_057998	TCONS_00089994	SPTLC1	ENST00000482632.5	sense	intergenic	15768	same_strand	upstream
1	XLOC_034467	TCONS_00053232	SLC4A11	ENST00000539553.6	antisense	intergenic	515	divergent	upstream
1	XLOC_034493	TCONS_00053260	PCNA	ENST00000379143.9	antisense	genic	0	nested	exonic
1	XLOC_014837	TCONS_00022730	EDNRB	ENST00000377211.8	antisense	intergenic	93115	divergent	upstream
1	XLOC_017637	TCONS_00027094	KCNK10	ENST00000340700.9	sense	intergenic	20258	same_strand	downstream
1	XLOC_074926	TCONS_00242102	BRD1	ENST00000404034.5	sense	intergenic	17419	same_strand	downstream
1	XLOC_053661	TCONS_00083420	FAM86B2	ENST00000532480.5	antisense	genic	0	containing	intronic
1	XLOC_000008	TCONS_00000032	OR4F16	ENST00000332831.3	antisense	intergenic	99146	divergent	upstream
1	XLOC_006799	TCONS_00010537	PFKP	ENST00000607886.5	antisense	intergenic	12247	divergent	upstream
1	XLOC_044500	TCONS_00069081	OSMR	ENST00000502536.5	sense	intergenic	52690	same_strand	upstream
1	XLOC_030588	TCONS_00046996	KRCC1	ENST00000347055.3	antisense	intergenic	58234	convergent	downstream
1	XLOC_021873	TCONS_00033600	NPIPB4	ENST00000415645.6	sense	intergenic	14137	same_strand	downstream
1	XLOC_019982	TCONS_00030783	SV2B	ENST00000394232.5	antisense	genic	0	nested	exonic
1	XLOC_033920	TCONS_00052414	FSIP2	ENST00000424728.5	antisense	genic	0	nested	exonic
1	XLOC_009622	TCONS_00014830	JAM3	ENST00000299106.8	sense	intergenic	25845	same_strand	upstream
1	XLOC_009956	TCONS_00015354	BDNF	ENST00000418212.5	sense	intergenic	20312	same_strand	downstream
1	XLOC_055500	TCONS_00086302	E2F5	ENST00000418930.6	antisense	intergenic	163	divergent	upstream
1	XLOC_032758	TCONS_00050553	XPO1	ENST00000443240.5	sense	intergenic	89841	same_strand	upstream
1	XLOC_055278	TCONS_00085931	RPS20	ENST00000519807.5	sense	intergenic	16135	same_strand	downstream
1	XLOC_056592	TCONS_00087944	TRPM3	ENST00000354500.6	antisense	intergenic	48352	divergent	upstream
1	XLOC_054917	TCONS_00085397	FAM86B1	ENST00000529146.6	sense	intergenic	4829	same_strand	downstream
1	XLOC_019129	TCONS_00029455	GOLGA8T	ENST00000569052.1	antisense	intergenic	24996	convergent	downstream
1	XLOC_003320	TCONS_00005154	IQCC	ENST00000537469.2	antisense	genic	0	containing	exonic
1	XLOC_035353	TCONS_00054686	FOXA2	ENST00000419308.6	sense	intergenic	2363	same_strand	downstream
1	XLOC_011294	TCONS_00017283	C1RL	ENST00000539927.1	antisense	genic	0	overlapping	exonic
1	XLOC_043338	TCONS_00067349	CXCL3	ENST00000511669.1	sense	intergenic	15231	same_strand	upstream
1	XLOC_010894	TCONS_00016645	NCAM1	ENST00000316851.11	antisense	genic	0	overlapping	exonic
1	XLOC_044527	TCONS_00069115	SEPP1	ENST00000506577.5	antisense	genic	0	overlapping	intronic
1	XLOC_002980	TCONS_00004654	CA6	ENST00000377443.6	antisense	intergenic	4486	convergent	downstream
1	XLOC_052620	TCONS_00081804	CCM2	ENST00000461377.5	antisense	genic	0	overlapping	exonic
1	XLOC_042806	TCONS_00066556	ZFP42	ENST00000509524.5	sense	intergenic	46686	same_strand	upstream
1	XLOC_004190	TCONS_00006561	NBPF26	ENST00000609741.2	antisense	intergenic	3165	convergent	downstream
1	XLOC_027765	TCONS_00042507	ZNF529	ENST00000334116.7	antisense	genic	0	overlapping	exonic
1	XLOC_009637	TCONS_00014861	BET1L	ENST00000410108.5	sense	intergenic	36487	same_strand	downstream
1	XLOC_028345	TCONS_00043412	ZNF837	ENST00000597582.1	antisense	genic	0	overlapping	exonic
1	XLOC_026489	TCONS_00040672	PSMG2	ENST00000588824.1	antisense	intergenic	13225	convergent	downstream
1	XLOC_014258	TCONS_00021822	ZNF26	ENST00000537956.1	antisense	intergenic	13568	divergent	upstream
1	XLOC_007021	TCONS_00010906	ANKRD26	ENST00000445828.5	sense	intergenic	49532	same_strand	downstream
1	XLOC_013553	TCONS_00020772	CPM	ENST00000549691.1	sense	intergenic	37434	same_strand	upstream
1	XLOC_048090	TCONS_00074684	TREML1	ENST00000373127.8	antisense	intergenic	16863	convergent	downstream
1	XLOC_025679	TCONS_00039460	COLEC12	ENST00000580242.1	antisense	genic	0	containing	exonic
1	XLOC_051096	TCONS_00079387	CCM2	ENST00000461377.5	sense	intergenic	958	same_strand	upstream
1	XLOC_056088	TCONS_00087189	ZNF16	ENST00000276816.8	sense	intergenic	47094	same_strand	upstream
1	XLOC_054450	TCONS_00084649	AZIN1	ENST00000517581.1	antisense	intergenic	806	divergent	upstream
1	XLOC_000035	TCONS_00000097	MRPL20	ENST00000344843.11	antisense	genic	0	overlapping	exonic
1	XLOC_014455	TCONS_00022083	RXFP2	ENST00000298386.6	sense	intergenic	43395	same_strand	downstream
1	XLOC_041276	TCONS_00064188	OSTN	ENST00000445281.5	antisense	genic	0	nested	exonic
1	XLOC_030488	TCONS_00046835	MRPL19	ENST00000453233.1	sense	genic	0	nested	intronic
1	XLOC_049518	TCONS_00076872	OR2B3	ENST00000377173.3	sense	intergenic	9139	same_strand	downstream
1	XLOC_023471	TCONS_00036060	TUBG2	ENST00000251412.7	sense	intergenic	11162	same_strand	upstream
1	XLOC_050648	TCONS_00078634	FAM20C	ENST00000515795.1	sense	intergenic	30435	same_strand	downstream
1	XLOC_054244	TCONS_00084346	PI15	ENST00000260113.6	sense	intergenic	66185	same_strand	upstream
1	XLOC_052106	TCONS_00080990	PRKAG2	ENST00000287878.8	antisense	genic	0	overlapping	exonic
1	XLOC_007930	TCONS_00012284	DOCK1	ENST00000623213.1	antisense	genic	0	nested	exonic
1	XLOC_016504	TCONS_00025286	HEATR4	ENST00000553558.5	antisense	genic	0	nested	exonic
1	XLOC_020732	TCONS_00031906	ZNF267	ENST00000300870.14	sense	intergenic	34803	same_strand	downstream
1	XLOC_052771	TCONS_00082017	AC104073.2	ENST00000624631.1	sense	intergenic	72875	same_strand	upstream
1	XLOC_052013	TCONS_00080812	FAM131B	ENST00000519161.1	antisense	intergenic	196	divergent	upstream
1	XLOC_050574	TCONS_00078507	FGFR1OP	ENST00000366847.8	antisense	intergenic	117	divergent	upstream
1	XLOC_057909	TCONS_00089875	SPATA31D3	ENST00000334208.8	antisense	genic	0	nested	exonic
1	XLOC_044325	TCONS_00068805	DAP	ENST00000510546.1	antisense	genic	0	overlapping	exonic
1	XLOC_049865	TCONS_00077405	ZNF451	ENST00000444273.6	antisense	genic	0	overlapping	exonic
1	XLOC_053660	TCONS_00083409	ZNF705D	ENST00000400085.7	sense	intergenic	259	same_strand	downstream
1	XLOC_000611	TCONS_00000932	DNALI1	ENST00000296218.7	sense	intergenic	412	same_strand	upstream
1	XLOC_003632	TCONS_00005640	LRP8	ENST00000480045.5	sense	intergenic	4311	same_strand	upstream
1	XLOC_028582	TCONS_00043764	LRRC8E	ENST00000618098.4	antisense	genic	0	overlapping	exonic
1	XLOC_005307	TCONS_00008226	CEP170	ENST00000366543.5	sense	intergenic	75904	same_strand	downstream
1	XLOC_041491	TCONS_00064554	AL590235.1	ENST00000623890.1	sense	intergenic	6521	same_strand	downstream
1	XLOC_030665	TCONS_00047093	ANKRD36C	ENST00000612359.4	antisense	intergenic	22093	convergent	downstream
1	XLOC_054170	TCONS_00084217	TRIM55	ENST00000315962.8	sense	intergenic	11689	same_strand	upstream
1	XLOC_025527	TCONS_00039202	TNRC6C	ENST00000588847.5	antisense	intergenic	45780	divergent	upstream
1	XLOC_015704	TCONS_00024109	SOX21	ENST00000376945.3	sense	intergenic	10120	same_strand	downstream
1	XLOC_019646	TCONS_00030236	PAQR5	ENST00000395407.6	antisense	intergenic	189	divergent	upstream
1	XLOC_012687	TCONS_00019444	SFSWAP	ENST00000539506.5	sense	intergenic	3531	same_strand	downstream
1	XLOC_050779	TCONS_00078884	PHF14	ENST00000634607.1	sense	intergenic	23749	same_strand	downstream
1	XLOC_049237	TCONS_00076441	SLC22A23	ENST00000436008.6	sense	intergenic	43146	same_strand	upstream
1	XLOC_057708	TCONS_00089560	ANKRD18A	ENST00000399703.5	sense	intergenic	63624	same_strand	upstream
1	XLOC_030597	TCONS_00047008	EIF2AK3	ENST00000303236.7	antisense	genic	0	overlapping	exonic
1	XLOC_003964	TCONS_00006192	SLC44A3	ENST00000446120.6	antisense	intergenic	123	divergent	upstream
1	XLOC_045275	TCONS_00070258	CDKN2AIPNL	ENST00000458198.2	antisense	intergenic	16059	divergent	upstream
1	XLOC_001152	TCONS_00001780	ZNHIT6	ENST00000431532.6	antisense	intergenic	18713	convergent	downstream
1	XLOC_045011	TCONS_00069867	CHD1	ENST00000614616.4	antisense	intergenic	2423	convergent	downstream
1	XLOC_026011	TCONS_00039957	CELF4	ENST00000586009.5	antisense	genic	0	nested	exonic
1	XLOC_035043	TCONS_00054154	NELFCD	ENST00000602795.5	sense	intergenic	31774	same_strand	upstream
1	XLOC_032871	TCONS_00050763	ASPRV1	ENST00000320256.5	sense	intergenic	505	same_strand	upstream
1	XLOC_016477	TCONS_00025244	PCNX	ENST00000304743.6	sense	intergenic	64199	same_strand	downstream
1	XLOC_051353	TCONS_00079769	ABHD11	ENST00000222800.7	antisense	intergenic	3397	divergent	upstream
1	XLOC_053097	TCONS_00082537	LHFPL3	ENST00000424859.5	antisense	intergenic	10258	convergent	downstream
1	XLOC_005659	TCONS_00008789	APBB1IP	ENST00000376236.8	sense	intergenic	13941	same_strand	downstream
1	XLOC_044732	TCONS_00069426	SERF1B	ENST00000380751.9	sense	intergenic	31351	same_strand	upstream
1	XLOC_017221	TCONS_00026496	ARF6	ENST00000298316.6	antisense	intergenic	30517	convergent	downstream
1	XLOC_041379	TCONS_00064375	RUBCN	ENST00000273582.9	sense	intergenic	16599	same_strand	downstream
1	XLOC_017553	TCONS_00026978	ESRRB	ENST00000380887.6	antisense	intergenic	90282	convergent	downstream
1	XLOC_021968	TCONS_00033739	LAT	ENST00000395461.7	antisense	intergenic	62949	convergent	downstream
1	XLOC_001066	TCONS_00001596	NEGR1	ENST00000357731.9	antisense	genic	0	overlapping	exonic
1	XLOC_084920	TCONS_00272408	SLC10A7	ENST00000507560.5	antisense	genic	0	overlapping	intronic
1	XLOC_043574	TCONS_00067689	GSTCD	ENST00000394728.4	antisense	genic	0	nested	intronic
1	XLOC_037642	TCONS_00058422	PIWIL3	ENST00000616349.4	sense	intergenic	22996	same_strand	downstream
1	XLOC_060067	TCONS_00092815	KLHL4	ENST00000373119.8	antisense	intergenic	54011	convergent	downstream
1	XLOC_019216	TCONS_00029597	SPRED1	ENST00000299084.8	antisense	intergenic	25439	divergent	upstream
1	XLOC_035115	TCONS_00054281	EEF1A2	ENST00000217182.4	antisense	intergenic	2753	divergent	upstream
1	XLOC_005881	TCONS_00009154	GDF10	ENST00000580279.1	sense	intergenic	71149	same_strand	upstream
1	XLOC_027578	TCONS_00042213	ZNF99	ENST00000596209.3	antisense	intergenic	77196	divergent	upstream
1	XLOC_057061	TCONS_00088635	PHF19	ENST00000419155.5	antisense	intergenic	784	convergent	downstream
1	XLOC_041379	TCONS_00064371	RUBCN	ENST00000273582.9	sense	intergenic	19588	same_strand	downstream
1	XLOC_008755	TCONS_00013520	RPS6KA4	ENST00000334205.8	sense	intergenic	48175	same_strand	downstream
1	XLOC_004241	TCONS_00006642	GJA5	ENST00000579774.2	sense	intergenic	17388	same_strand	downstream
1	XLOC_001407	TCONS_00002194	LAMTOR5	ENST00000256644.8	antisense	genic	0	overlapping	exonic
1	XLOC_000528	TCONS_00000813	COL16A1	ENST00000488897.5	antisense	genic	0	overlapping	exonic
1	XLOC_050520	TCONS_00078423	LPA	ENST00000316300.9	sense	intergenic	1969	same_strand	upstream
1	XLOC_035542	TCONS_00055008	SLC32A1	ENST00000217420.1	antisense	genic	0	overlapping	exonic
1	XLOC_009916	TCONS_00015296	SPTY2D1-AS1	ENST00000634992.1	antisense	intergenic	104	divergent	upstream
1	XLOC_033958	TCONS_00052476	STAT4	ENST00000450994.1	sense	intergenic	2522	same_strand	upstream
1	XLOC_030690	TCONS_00047135	ANKRD36	ENST00000420699.6	sense	intergenic	84378	same_strand	downstream
1	XLOC_060397	TCONS_00093248	ABCD1	ENST00000443684.2	antisense	genic	0	overlapping	intronic
1	XLOC_061098	TCONS_00202026	CDCA7	ENST00000347703.7	sense	intergenic	15932	same_strand	upstream
1	XLOC_052134	TCONS_00081032	PAXIP1	ENST00000457196.5	antisense	intergenic	375	divergent	upstream
1	XLOC_025055	TCONS_00038412	HEXIM2	ENST00000307275.7	antisense	intergenic	642	convergent	downstream
1	XLOC_001407	TCONS_00002200	LAMTOR5	ENST00000256644.8	antisense	intergenic	5028	divergent	upstream
1	XLOC_018243	TCONS_00028075	EHD4	ENST00000220325.8	antisense	genic	0	overlapping	exonic
1	XLOC_015501	TCONS_00023780	DHRS12	ENST00000490949.5	sense	intergenic	26988	same_strand	upstream
1	XLOC_041547	TCONS_00064637	HTRA3	ENST00000307358.6	sense	intergenic	13065	same_strand	downstream
1	XLOC_045883	TCONS_00071255	ICE1	ENST00000512608.5	antisense	intergenic	13632	divergent	upstream
1	XLOC_015295	TCONS_00023431	MEDAG	ENST00000380482.8	antisense	genic	0	overlapping	intronic
1	XLOC_000785	TCONS_00003082	PHACTR4	ENST00000463428.5	sense	genic	0	nested	intronic
1	XLOC_053254	TCONS_00082781	RBM28	ENST00000223073.6	sense	intergenic	6119	same_strand	downstream
1	XLOC_050958	TCONS_00079191	NOD1	ENST00000222823.8	antisense	genic	0	nested	exonic
1	XLOC_019769	TCONS_00030427	UBE2Q2	ENST00000561723.5	antisense	genic	0	overlapping	exonic
1	XLOC_029873	TCONS_00045755	FAM49A	ENST00000451689.1	antisense	intergenic	61793	divergent	upstream
1	XLOC_016718	TCONS_00025639	TCL1B	ENST00000340722.7	sense	intergenic	4750	same_strand	upstream
1	XLOC_046810	TCONS_00072632	TEX43	ENST00000357147.3	antisense	intergenic	27050	convergent	downstream
1	XLOC_026126	TCONS_00040121	DYNAP	ENST00000585973.1	sense	intergenic	20454	same_strand	upstream
1	XLOC_004068	TCONS_00006369	SLC6A17	ENST00000331565.4	antisense	genic	0	nested	exonic
1	XLOC_021191	TCONS_00032571	AC004158.1	ENST00000623725.1	antisense	intergenic	66701	convergent	downstream
1	XLOC_001563	TCONS_00002441	NBPF20	ENST00000369373.9	antisense	intergenic	8438	convergent	downstream
1	XLOC_035634	TCONS_00055149	NCOA3	ENST00000372004.7	antisense	intergenic	7840	divergent	upstream
1	XLOC_011246	TCONS_00017201	SCNN1A	ENST00000360168.7	antisense	intergenic	2010	convergent	downstream
1	XLOC_030030	TCONS_00046002	LBH	ENST00000404397.5	sense	intergenic	22916	same_strand	downstream
1	XLOC_025827	TCONS_00039703	SPIRE1	ENST00000626255.2	antisense	genic	0	overlapping	exonic
1	XLOC_063591	TCONS_00209447	VIT	ENST00000379242.7	antisense	genic	0	nested	exonic
1	XLOC_034651	TCONS_00053522	CST1	ENST00000398402.1	antisense	genic	0	containing	intronic
1	XLOC_028366	TCONS_00043464	PLPP2	ENST00000327790.7	sense	intergenic	59841	same_strand	downstream
1	XLOC_049219	TCONS_00076401	TUBB2A	ENST00000333628.3	sense	intergenic	25218	same_strand	upstream
1	XLOC_006240	TCONS_00009721	PTEN	ENST00000371953.7	sense	intergenic	8030	same_strand	downstream
1	XLOC_043389	TCONS_00067421	BMP2K	ENST00000389010.7	antisense	intergenic	369	divergent	upstream
1	XLOC_009242	TCONS_00014238	KDM4E	ENST00000450979.2	sense	intergenic	12815	same_strand	downstream
1	XLOC_008011	TCONS_00012413	ATHL1	ENST00000474221.5	sense	intergenic	148	same_strand	upstream
1	XLOC_000664	TCONS_00000997	BMP8B	ENST00000372827.7	antisense	intergenic	24667	divergent	upstream
1	XLOC_009494	TCONS_00014638	HSPA8	ENST00000525624.5	antisense	genic	0	overlapping	exonic
1	XLOC_022517	TCONS_00034536	DYNLRB2	ENST00000562982.5	antisense	genic	0	overlapping	exonic
1	XLOC_055329	TCONS_00086021	YTHDF3	ENST00000623280.3	antisense	intergenic	111	divergent	upstream
1	XLOC_010296	TCONS_00015813	SLC3A2	ENST00000377890.6	antisense	intergenic	221	divergent	upstream
1	XLOC_034006	TCONS_00052565	C2orf47	ENST00000435773.2	antisense	genic	0	overlapping	intronic
1	XLOC_014453	TCONS_00022079	B3GLCT	ENST00000343307.4	sense	intergenic	87713	same_strand	downstream
1	XLOC_019646	TCONS_00030233	GLCE	ENST00000559420.2	antisense	intergenic	6111	convergent	downstream
1	XLOC_057932	TCONS_00089901	AGTPBP1	ENST00000337006.8	sense	intergenic	43693	same_strand	upstream
1	XLOC_025947	TCONS_00039870	DSC1	ENST00000257198.5	antisense	intergenic	65261	divergent	upstream
1	XLOC_048703	TCONS_00075588	TRMT11	ENST00000368332.7	sense	intergenic	30580	same_strand	downstream
1	XLOC_008002	TCONS_00012397	BET1L	ENST00000410108.5	antisense	intergenic	91641	convergent	downstream
1	XLOC_027260	TCONS_00041765	ZNF426	ENST00000253115.6	antisense	genic	0	nested	exonic
1	XLOC_010503	TCONS_00016113	FAM86C1	ENST00000359244.8	antisense	intergenic	5414	convergent	downstream
1	XLOC_104829	TCONS_00322675	NPY	ENST00000242152.6	sense	intergenic	12920	same_strand	upstream
1	XLOC_005175	TCONS_00008033	CAPN9	ENST00000480004.1	antisense	genic	0	overlapping	intronic
1	XLOC_039475	TCONS_00061296	MECOM	ENST00000486748.1	antisense	genic	0	overlapping	intronic
1	XLOC_005533	TCONS_00008592	USP6NL	ENST00000609104.5	antisense	intergenic	55154	convergent	downstream
1	XLOC_053660	TCONS_00083414	USP17L7	ENST00000530447.3	antisense	genic	0	containing	intronic
1	XLOC_057229	TCONS_00088870	NTMT1	ENST00000372486.5	sense	intergenic	95198	same_strand	upstream
1	XLOC_027762	TCONS_00042501	ZFP14	ENST00000270001.11	antisense	intergenic	13095	convergent	downstream
1	XLOC_055031	TCONS_00085570	EBF2	ENST00000520164.5	sense	intergenic	60807	same_strand	upstream
1	XLOC_031323	TCONS_00048223	SCN9A	ENST00000409672.5	antisense	genic	0	overlapping	exonic
1	XLOC_060666	TCONS_00093577	TSPY2	ENST00000320701.8	antisense	intergenic	2594	divergent	upstream
1	XLOC_027773	TCONS_00042526	ZNF790	ENST00000356725.8	antisense	intergenic	12740	convergent	downstream
1	XLOC_022687	TCONS_00034843	PRDM7	ENST00000569206.1	sense	intergenic	9134	same_strand	upstream
1	XLOC_011857	TCONS_00018161	MMP19	ENST00000548882.5	antisense	genic	0	overlapping	exonic
1	XLOC_032916	TCONS_00050884	TET3	ENST00000496886.1	antisense	genic	0	containing	intronic
1	XLOC_008929	TCONS_00013801	TPCN2	ENST00000442692.2	sense	intergenic	91567	same_strand	downstream
1	XLOC_027001	TCONS_00041421	OR4F17	ENST00000318050.4	sense	intergenic	65200	same_strand	downstream
1	XLOC_039718	TCONS_00061717	HES1	ENST00000232424.3	sense	intergenic	26971	same_strand	upstream
1	XLOC_049844	TCONS_00077380	FAM83B	ENST00000306858.7	antisense	intergenic	5916	divergent	upstream
1	XLOC_041491	TCONS_00064550	AL590235.1	ENST00000623890.1	sense	intergenic	6137	same_strand	downstream
1	XLOC_000144	TCONS_00000284	H6PD	ENST00000377403.6	sense	intergenic	49173	same_strand	upstream
1	XLOC_024326	TCONS_00037353	GP1BA	ENST00000329125.5	antisense	genic	0	nested	exonic
1	XLOC_002837	TCONS_00004416	SAMD11	ENST00000420190.5	antisense	intergenic	5188	divergent	upstream
1	XLOC_006021	TCONS_00009364	SRGN	ENST00000462445.1	sense	intergenic	29173	same_strand	upstream
1	XLOC_003133	TCONS_00004880	CAMK2N1	ENST00000375078.3	sense	intergenic	257	same_strand	upstream
1	XLOC_053787	TCONS_00083628	ENTPD4	ENST00000356206.10	antisense	intergenic	906	divergent	upstream
1	XLOC_035628	TCONS_00055142	ZMYND8	ENST00000611941.4	sense	intergenic	59261	same_strand	upstream
1	XLOC_013333	TCONS_00020405	EIF4B	ENST00000551002.5	antisense	genic	0	nested	exonic
1	XLOC_021315	TCONS_00032745	MPHOSPH6	ENST00000258169.8	antisense	intergenic	70	divergent	upstream
1	XLOC_015845	TCONS_00024314	ATP11A	ENST00000375630.6	antisense	intergenic	508	divergent	upstream
1	XLOC_010908	TCONS_00016660	NNMT	ENST00000541754.1	antisense	genic	0	containing	intronic
1	XLOC_021620	TCONS_00033244	ZNF205	ENST00000382192.7	antisense	intergenic	71	divergent	upstream
1	XLOC_006842	TCONS_00010614	CALML3	ENST00000315238.2	antisense	intergenic	36554	convergent	downstream
1	XLOC_038963	TCONS_00060526	ZBTB20	ENST00000464560.5	antisense	genic	0	nested	exonic
1	XLOC_009048	TCONS_00013955	XRRA1	ENST00000529926.1	antisense	genic	0	overlapping	exonic
1	XLOC_050671	TCONS_00078676	ZFAND2A	ENST00000478137.1	antisense	genic	0	overlapping	exonic
1	XLOC_054674	TCONS_00085037	DENND3	ENST00000519291.5	sense	intergenic	4292	same_strand	upstream
1	XLOC_028673	TCONS_00043880	TSPAN16	ENST00000337994.5	antisense	genic	0	overlapping	exonic
1	XLOC_052140	TCONS_00081041	INSIG1	ENST00000340368.8	sense	intergenic	73925	same_strand	upstream
1	XLOC_042196	TCONS_00065631	CXXC4	ENST00000394767.2	antisense	intergenic	57277	convergent	downstream
1	XLOC_022900	TCONS_00035155	MYH2	ENST00000245503.9	antisense	genic	0	overlapping	exonic
1	XLOC_021096	TCONS_00032453	PSMB10	ENST00000358514.8	antisense	genic	0	overlapping	exonic
1	XLOC_028145	TCONS_00043081	KLK12	ENST00000319590.8	antisense	genic	0	nested	exonic
1	XLOC_001558	TCONS_00002434	NBPF15	ENST00000577412.5	antisense	intergenic	2196	convergent	downstream
1	XLOC_023836	TCONS_00036592	MARCH10	ENST00000580520.5	antisense	genic	0	nested	exonic
1	XLOC_011313	TCONS_00017319	FAM90A1	ENST00000538603.5	antisense	intergenic	7462	divergent	upstream
1	XLOC_059847	TCONS_00092518	TFE3	ENST00000493583.5	sense	intergenic	1297	same_strand	downstream
1	XLOC_050737	TCONS_00078795	RAC1	ENST00000348035.8	sense	intergenic	8483	same_strand	upstream
